age,job,marital,education,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,y
47,admin.,married,secondary,unknown,may,5,-1,0,unknown,1.5,94.148,-47.7,5.673,5215.0,145,no
46,technician,married,secondary,cellular,nov,5,-1,0,unknown,-1.15,93.633,-36.4,3.587,5193.6,162,no
32,technician,married,tertiary,cellular,aug,3,-1,0,unknown,-0.16,93.868,-45.3,3.838,5307.7,277,no
30,student,single,tertiary,cellular,feb,1,-1,0,unknown,-0.16,93.52,-40.3,3.031,5203.2,38,no
46,blue-collar,divorced,secondary,unknown,may,1,-1,0,unknown,1.55,94.173,-46.2,3.184,5224.1,257,no
28,technician,single,tertiary,cellular,feb,21,-1,0,unknown,0.95,94.028,-47.3,1.941,5214.1,253,yes
39,housemaid,married,secondary,cellular,jul,4,-1,0,unknown,-1.13,93.676,-44.9,2.824,5108.3,218,no
51,services,married,primary,unknown,jun,2,-1,0,unknown,-0.8,93.967,-37.3,2.813,5155.4,112,no
46,management,married,tertiary,cellular,mar,2,184,4,success,-0.02,94.251,-41.5,4.482,5198.7,910,yes
46,unemployed,divorced,primary,cellular,nov,1,-1,0,unknown,1.95,93.293,-42.1,2.122,5139.1,344,no
46,services,married,secondary,cellular,jan,2,-1,0,unknown,-0.8,93.963,-37.3,3.783,5194.1,83,no
27,student,single,secondary,unknown,may,2,-1,0,unknown,0.53,93.746,-40.3,4.459,5141.6,332,no
55,blue-collar,divorced,primary,cellular,may,2,360,1,failure,1.68,92.547,-41.4,3.124,5099.6,854,yes
58,unknown,married,unknown,unknown,jun,1,-1,0,unknown,-1.52,93.749,-32.3,3.543,5247.5,55,no
56,blue-collar,married,primary,cellular,aug,4,-1,0,unknown,-1.84,93.338,-42.0,3.764,5228.8,1231,yes
51,management,married,tertiary,cellular,apr,1,-1,0,unknown,-0.29,93.524,-37.5,2.743,5168.1,113,yes
48,technician,married,secondary,cellular,aug,4,-1,0,unknown,0.08,93.187,-32.4,2.747,5190.8,231,no
22,blue-collar,single,secondary,cellular,jun,2,91,1,success,1.36,94.062,-44.5,2.78,5280.4,126,yes
37,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.83,94.704,-41.6,3.501,5136.6,69,no
34,management,married,tertiary,telephone,may,5,-1,0,unknown,0.07,94.102,-33.7,4.111,5235.3,21,no
34,services,married,secondary,cellular,may,1,182,6,success,1.54,92.962,-38.0,1.989,5148.1,152,yes
57,management,married,tertiary,cellular,may,2,365,2,failure,-1.05,94.175,-39.7,2.532,5144.2,169,no
32,blue-collar,single,secondary,cellular,nov,2,-1,0,unknown,0.77,94.288,-46.1,3.059,5096.0,126,no
35,technician,married,secondary,cellular,aug,7,-1,0,unknown,-0.06,93.648,-38.7,3.376,5157.6,153,no
40,self-employed,married,secondary,cellular,jul,16,-1,0,unknown,-1.15,93.319,-42.8,1.966,5138.7,78,no
41,technician,married,secondary,unknown,may,2,-1,0,unknown,-0.28,94.248,-37.7,2.659,5158.7,210,no
46,blue-collar,married,secondary,cellular,jul,1,-1,0,unknown,0.01,93.853,-34.3,3.918,5201.8,154,no
41,technician,married,tertiary,cellular,aug,3,-1,0,unknown,1.95,94.329,-42.3,3.747,5237.5,193,yes
53,retired,divorced,tertiary,cellular,aug,2,428,2,success,-0.94,92.827,-37.9,3.595,5157.7,343,yes
26,admin.,single,secondary,cellular,jul,2,-1,0,unknown,-0.55,93.295,-38.8,4.143,5116.5,157,no
28,self-employed,married,secondary,cellular,jul,3,-1,0,unknown,0.79,93.408,-41.7,3.65,5201.4,164,no
53,management,married,tertiary,cellular,nov,3,97,7,success,1.13,94.292,-45.5,4.972,5213.7,166,yes
34,technician,married,secondary,cellular,aug,10,-1,0,unknown,-1.09,94.472,-46.0,3.89,5091.7,1374,yes
49,unemployed,married,primary,cellular,nov,2,-1,0,unknown,0.49,93.625,-45.1,2.959,5163.0,184,no
52,admin.,married,secondary,telephone,feb,1,-1,0,unknown,3.02,93.461,-39.5,3.482,5197.7,35,no
41,blue-collar,married,secondary,cellular,jul,2,-1,0,unknown,0.82,93.229,-42.6,5.711,5174.8,559,no
39,technician,married,secondary,cellular,aug,6,-1,0,unknown,-0.59,94.832,-35.4,3.956,5244.4,94,no
36,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,-0.99,92.856,-45.1,2.544,5135.9,920,yes
33,technician,married,secondary,cellular,apr,1,272,2,failure,2.23,95.23,-34.6,3.951,5122.9,137,no
44,services,divorced,secondary,unknown,may,4,-1,0,unknown,1.1,93.497,-46.8,3.432,5153.3,235,no
35,technician,single,secondary,cellular,aug,4,-1,0,unknown,2.84,93.942,-40.7,3.817,5261.0,92,no
42,blue-collar,married,unknown,telephone,jul,3,-1,0,unknown,-0.34,93.288,-40.7,3.463,5100.3,329,no
58,retired,married,secondary,unknown,jun,1,-1,0,unknown,1.3,93.765,-36.8,2.015,5216.0,80,no
59,retired,married,primary,cellular,dec,1,186,2,success,-0.11,93.356,-37.3,1.333,5084.3,467,yes
40,blue-collar,married,primary,cellular,apr,1,-1,0,unknown,-0.03,94.661,-48.8,5.098,5154.0,76,no
37,services,married,secondary,unknown,may,3,-1,0,unknown,-0.05,93.419,-37.3,2.293,5187.0,352,no
77,retired,married,tertiary,cellular,jun,5,-1,0,unknown,0.61,93.798,-46.5,3.412,5183.5,108,no
42,management,married,tertiary,cellular,may,2,89,5,success,1.15,94.411,-40.3,4.946,5244.8,176,yes
31,technician,single,tertiary,cellular,aug,3,-1,0,unknown,-0.36,93.695,-39.8,2.705,5219.3,111,no
53,services,divorced,secondary,cellular,may,3,174,7,other,-0.55,93.934,-38.9,2.356,5174.9,959,yes
53,management,divorced,tertiary,unknown,may,1,-1,0,unknown,-0.72,93.838,-40.3,2.253,5180.6,217,no
57,management,married,primary,cellular,apr,2,-1,0,unknown,0.39,93.878,-44.9,1.012,5148.2,159,no
57,housemaid,divorced,primary,unknown,may,14,-1,0,unknown,-0.64,93.525,-40.6,3.654,5170.2,26,no
46,admin.,married,secondary,cellular,aug,2,-1,0,unknown,-0.9,93.622,-41.3,3.713,5259.8,175,no
54,management,divorced,tertiary,cellular,nov,2,-1,0,unknown,1.2,94.088,-38.2,3.843,5242.0,101,no
59,retired,married,secondary,unknown,jun,2,-1,0,unknown,0.12,93.465,-45.0,3.178,5282.2,1199,no
43,services,married,secondary,telephone,nov,1,-1,0,unknown,0.56,93.662,-41.3,3.008,5156.6,68,no
47,blue-collar,married,primary,unknown,may,1,-1,0,unknown,0.67,94.112,-44.1,4.568,5145.6,113,no
36,blue-collar,single,secondary,unknown,may,2,-1,0,unknown,1.73,93.757,-39.5,4.467,5192.1,445,no
48,blue-collar,divorced,secondary,cellular,may,1,-1,0,unknown,2.34,93.75,-32.1,4.14,5142.6,127,no
39,unemployed,single,secondary,telephone,may,2,-1,0,unknown,-0.51,93.503,-43.6,3.508,5130.2,23,no
26,technician,married,secondary,unknown,may,1,-1,0,unknown,-2.38,93.306,-41.4,2.171,5204.0,713,no
32,management,single,tertiary,cellular,aug,2,191,2,success,-1.69,93.896,-34.8,5.007,5181.6,623,yes
42,unemployed,divorced,secondary,unknown,may,1,-1,0,unknown,4.22,93.371,-40.0,3.449,5246.9,262,no
32,technician,married,tertiary,cellular,jul,4,-1,0,unknown,0.96,93.719,-39.2,2.385,5229.6,52,no
40,services,divorced,secondary,cellular,jul,1,-1,0,unknown,0.85,93.88,-35.0,3.889,5170.1,186,no
56,blue-collar,married,secondary,telephone,may,2,-1,0,unknown,-1.21,94.533,-30.8,3.35,5178.9,93,no
46,entrepreneur,married,tertiary,cellular,aug,6,-1,0,unknown,2.09,93.941,-41.2,2.142,5151.1,604,yes
39,management,single,tertiary,cellular,may,2,-1,0,unknown,0.46,93.494,-49.9,2.334,5206.2,182,yes
30,services,single,secondary,unknown,jun,2,-1,0,unknown,-1.13,92.937,-42.1,2.882,5070.8,126,no
32,housemaid,divorced,secondary,cellular,apr,2,-1,0,unknown,0.56,94.187,-40.2,4.157,5250.3,266,no
38,management,single,tertiary,unknown,jun,1,-1,0,unknown,3.38,93.454,-38.5,2.692,5079.3,156,no
30,management,single,secondary,cellular,nov,1,-1,0,unknown,2.14,94.996,-43.9,3.961,5145.0,86,no
58,retired,married,secondary,unknown,may,1,-1,0,unknown,-1.47,94.073,-39.8,3.864,5178.8,118,no
58,self-employed,divorced,secondary,unknown,may,2,-1,0,unknown,0.75,93.615,-43.4,4.63,5117.9,154,no
41,blue-collar,married,primary,unknown,jun,3,-1,0,unknown,0.48,94.335,-42.5,2.704,5186.7,683,yes
62,retired,married,secondary,cellular,apr,1,188,1,success,0.26,93.894,-46.8,3.625,5184.8,147,no
31,management,married,tertiary,unknown,nov,1,-1,0,unknown,-0.97,93.5,-36.4,2.277,5196.8,268,yes
39,blue-collar,single,secondary,cellular,feb,8,-1,0,unknown,0.9,93.073,-43.9,2.953,5144.9,14,no
38,blue-collar,divorced,primary,unknown,jun,2,-1,0,unknown,-0.96,94.491,-40.5,2.899,5121.2,49,no
58,blue-collar,married,primary,cellular,aug,2,-1,0,unknown,0.27,92.573,-52.7,4.505,5129.3,281,no
31,blue-collar,married,secondary,cellular,apr,2,152,2,failure,-0.56,93.28,-42.9,1.24,5213.6,211,no
44,technician,single,secondary,unknown,jul,2,-1,0,unknown,-0.31,94.093,-47.2,4.535,5230.2,723,no
50,blue-collar,married,primary,cellular,aug,4,-1,0,unknown,0.19,93.495,-38.4,2.99,5243.6,50,no
30,blue-collar,married,secondary,unknown,may,6,-1,0,unknown,1.79,93.634,-43.7,4.476,5177.0,272,no
31,blue-collar,single,secondary,cellular,jul,1,-1,0,unknown,0.41,92.86,-36.3,3.375,5205.8,174,no
48,management,married,secondary,cellular,nov,4,-1,0,unknown,1.29,93.447,-34.4,3.729,5176.8,20,no
56,self-employed,married,primary,unknown,may,2,-1,0,unknown,-0.31,94.407,-42.3,2.212,5269.9,212,no
26,student,single,unknown,cellular,jan,1,-1,0,unknown,3.72,93.887,-46.6,3.211,5105.3,177,no
32,technician,married,tertiary,cellular,may,1,278,2,failure,-0.4,93.791,-38.5,3.677,5198.3,44,no
57,admin.,married,secondary,cellular,feb,1,-1,0,unknown,-1.98,93.855,-36.1,2.251,5168.2,369,yes
50,blue-collar,married,secondary,cellular,jul,1,-1,0,unknown,0.24,93.47,-36.7,3.457,5103.6,82,no
41,student,single,secondary,unknown,sep,1,107,2,success,-0.36,93.861,-41.4,2.393,5213.9,22,no
31,services,married,tertiary,unknown,jul,1,-1,0,unknown,0.29,93.509,-40.7,3.621,5242.7,173,no
36,admin.,married,tertiary,cellular,aug,1,-1,0,unknown,0.63,93.478,-33.8,4.214,5098.0,576,yes
60,retired,married,unknown,cellular,jul,1,-1,0,unknown,1.04,93.642,-39.6,3.349,5054.6,119,no
37,management,married,tertiary,unknown,jun,3,-1,0,unknown,2.2,93.058,-35.8,3.904,5163.1,153,no
45,blue-collar,married,secondary,cellular,aug,2,-1,0,unknown,1.05,94.033,-37.8,1.823,5174.4,140,no
63,retired,married,secondary,telephone,feb,2,-1,0,unknown,-0.4,94.301,-42.0,1.614,5172.4,233,yes
44,admin.,married,secondary,cellular,jul,4,-1,0,unknown,-0.23,94.266,-44.0,2.402,5240.3,72,no
59,management,married,primary,unknown,jun,3,-1,0,unknown,0.16,93.655,-35.4,2.391,5140.1,72,no
33,admin.,single,tertiary,cellular,may,2,-1,0,unknown,-0.02,93.815,-39.8,3.096,5272.7,59,no
38,blue-collar,married,secondary,unknown,jun,3,-1,0,unknown,-1.54,93.047,-46.1,2.236,5202.8,80,no
46,technician,single,secondary,unknown,may,2,-1,0,unknown,0.65,93.669,-40.2,5.249,5101.5,206,no
28,admin.,single,secondary,cellular,jun,1,-1,0,unknown,-1.11,93.729,-42.8,2.919,5073.2,29,no
44,blue-collar,married,primary,cellular,nov,1,-1,0,unknown,-0.68,93.188,-35.1,4.327,5195.9,100,no
37,management,divorced,tertiary,cellular,jul,5,-1,0,unknown,0.79,93.551,-42.7,3.673,5184.0,514,yes
32,blue-collar,married,secondary,cellular,nov,1,-1,0,unknown,0.21,93.014,-31.8,4.223,5121.6,253,no
37,services,married,primary,cellular,may,2,168,3,failure,-0.61,92.998,-34.5,3.556,5238.6,222,no
53,blue-collar,married,secondary,unknown,may,32,-1,0,unknown,0.27,93.698,-42.9,4.266,5254.9,241,no
58,blue-collar,married,primary,cellular,aug,2,-1,0,unknown,1.69,93.54,-41.1,2.205,5250.1,156,no
43,blue-collar,married,unknown,cellular,apr,2,322,3,failure,2.19,93.261,-37.3,3.899,5175.1,191,no
29,technician,married,secondary,cellular,jul,1,-1,0,unknown,-0.56,94.266,-37.4,4.128,5149.5,260,no
43,blue-collar,married,primary,unknown,may,1,-1,0,unknown,1.42,93.364,-42.1,3.854,5170.4,592,no
34,services,married,secondary,unknown,jun,3,-1,0,unknown,0.1,93.997,-43.5,4.119,5171.8,109,no
46,management,married,tertiary,cellular,may,9,168,2,other,-1.15,93.96,-39.2,3.476,5255.5,83,no
58,retired,married,primary,cellular,aug,8,-1,0,unknown,-0.08,93.105,-39.4,3.335,5172.3,76,no
52,technician,married,secondary,cellular,jul,1,-1,0,unknown,0.93,93.478,-43.7,2.931,5229.5,53,no
54,retired,married,secondary,unknown,jun,1,-1,0,unknown,-1.25,93.838,-44.1,5.791,5077.0,487,no
35,admin.,single,secondary,cellular,may,1,175,4,failure,-0.2,92.756,-39.7,5.236,5129.7,357,no
51,retired,divorced,primary,cellular,jul,2,-1,0,unknown,0.37,94.825,-41.1,2.98,5242.2,212,no
22,services,single,secondary,unknown,may,1,-1,0,unknown,1.41,93.418,-41.5,2.921,5171.9,70,no
48,blue-collar,married,secondary,cellular,feb,1,-1,0,unknown,0.47,93.246,-42.8,4.398,5158.9,62,no
26,management,single,tertiary,unknown,sep,1,-1,0,unknown,-0.63,93.229,-35.7,3.11,5101.5,6,no
35,technician,married,secondary,cellular,jul,2,-1,0,unknown,0.81,93.805,-39.7,5.525,5196.0,271,no
33,technician,single,secondary,cellular,jul,4,-1,0,unknown,0.74,93.796,-38.2,1.956,5135.3,105,no
34,technician,married,secondary,cellular,aug,3,-1,0,unknown,1.28,93.082,-42.6,3.429,5182.5,270,no
28,entrepreneur,single,tertiary,cellular,apr,1,-1,0,unknown,-0.58,94.281,-45.6,4.663,5217.0,170,no
34,unemployed,married,secondary,cellular,may,1,-1,0,unknown,1.59,93.755,-33.3,3.252,5284.7,172,no
35,services,married,tertiary,cellular,jul,2,-1,0,unknown,2.31,93.939,-41.8,2.422,5218.7,134,no
44,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-0.69,94.417,-49.0,2.229,5224.9,1236,no
39,services,married,secondary,cellular,jul,1,-1,0,unknown,0.5,93.93,-49.5,2.04,5086.3,114,no
33,management,divorced,tertiary,cellular,aug,2,-1,0,unknown,0.27,94.534,-39.4,3.993,5174.4,305,no
33,management,single,tertiary,cellular,apr,1,-1,0,unknown,1.73,93.311,-45.3,3.456,5218.4,104,no
31,admin.,single,secondary,cellular,jul,2,-1,0,unknown,-1.17,94.471,-43.0,2.84,5205.0,1056,no
50,admin.,married,secondary,cellular,apr,3,338,3,failure,-0.14,93.681,-46.1,3.431,5149.2,77,no
33,management,married,tertiary,cellular,sep,1,-1,0,unknown,1.15,93.384,-41.0,3.652,5149.8,333,no
34,services,divorced,secondary,cellular,may,1,344,1,failure,-0.1,94.114,-37.7,2.867,5212.9,89,no
31,blue-collar,married,secondary,unknown,may,1,-1,0,unknown,-1.04,93.522,-39.5,2.524,5203.3,204,no
43,entrepreneur,single,secondary,cellular,jul,2,-1,0,unknown,1.55,94.394,-52.0,2.346,5231.3,173,no
34,management,married,tertiary,cellular,aug,8,-1,0,unknown,0.83,93.764,-38.0,0.977,5250.0,235,no
30,admin.,married,secondary,cellular,nov,3,133,1,failure,-0.93,93.803,-36.5,1.927,5200.1,86,no
48,self-employed,married,tertiary,cellular,jan,1,-1,0,unknown,-0.38,93.531,-39.8,4.166,5162.0,223,no
27,blue-collar,single,primary,unknown,may,1,-1,0,unknown,1.78,93.424,-33.6,3.397,5130.3,576,no
31,self-employed,single,tertiary,telephone,feb,1,-1,0,unknown,0.4,93.613,-38.4,5.113,5257.3,1541,yes
42,self-employed,married,secondary,cellular,aug,4,-1,0,unknown,-0.48,93.932,-47.1,4.04,5114.9,94,no
47,admin.,married,secondary,cellular,aug,2,-1,0,unknown,3.12,93.605,-44.3,2.857,5210.9,260,no
49,blue-collar,divorced,primary,unknown,may,7,-1,0,unknown,1.93,93.764,-44.1,2.529,5173.7,550,no
28,student,single,tertiary,cellular,mar,2,-1,0,unknown,-2.13,93.772,-45.3,2.202,5133.7,70,no
64,retired,married,tertiary,telephone,mar,4,179,4,success,1.56,94.04,-41.6,4.13,5117.9,341,yes
36,management,single,tertiary,cellular,may,2,342,1,failure,4.19,93.104,-45.5,3.15,5193.9,855,yes
35,admin.,single,secondary,cellular,may,1,-1,0,unknown,1.76,93.748,-38.0,3.374,5189.8,173,no
34,technician,single,tertiary,cellular,aug,2,-1,0,unknown,-0.02,93.575,-43.5,4.292,5213.1,116,no
43,technician,divorced,secondary,cellular,nov,1,-1,0,unknown,0.1,93.863,-44.1,3.952,5167.5,80,no
33,admin.,divorced,secondary,unknown,may,5,-1,0,unknown,1.59,95.005,-42.2,3.562,5321.3,74,no
59,management,divorced,secondary,cellular,aug,2,-1,0,unknown,0.37,93.02,-32.6,3.459,5239.5,125,no
35,services,divorced,secondary,cellular,nov,1,-1,0,unknown,-2.37,93.608,-34.2,3.74,5192.8,47,no
40,admin.,single,secondary,unknown,may,3,-1,0,unknown,-0.46,93.134,-41.3,2.937,5232.5,383,no
55,self-employed,married,secondary,unknown,may,2,-1,0,unknown,1.97,93.943,-39.2,2.872,5238.4,210,no
48,services,married,secondary,cellular,jul,2,-1,0,unknown,1.12,93.412,-39.9,2.399,5196.4,533,no
30,entrepreneur,single,secondary,cellular,jul,6,-1,0,unknown,-0.76,93.247,-37.5,3.462,5244.7,358,no
31,management,single,tertiary,cellular,apr,1,452,1,other,-0.11,93.539,-48.7,3.143,5205.8,345,no
58,management,married,tertiary,cellular,jul,4,-1,0,unknown,0.94,93.332,-35.2,1.998,5108.8,85,no
29,admin.,single,secondary,cellular,apr,2,-1,0,unknown,1.47,92.822,-42.0,4.276,5178.3,119,no
40,technician,married,tertiary,unknown,may,1,-1,0,unknown,-0.42,93.619,-40.7,2.644,5139.5,198,no
35,housemaid,single,tertiary,unknown,jun,1,-1,0,unknown,-0.17,93.785,-45.5,3.285,5254.8,227,no
44,services,divorced,secondary,unknown,jun,30,-1,0,unknown,0.25,92.92,-40.2,2.638,5160.2,19,no
29,management,married,tertiary,cellular,may,2,-1,0,unknown,0.11,94.106,-38.2,3.164,5247.1,256,yes
31,management,married,tertiary,cellular,apr,2,-1,0,unknown,2.74,93.343,-39.0,3.256,5137.6,546,no
43,unemployed,divorced,secondary,cellular,apr,1,-1,0,unknown,1.15,93.191,-43.9,5.316,5118.8,323,yes
42,services,married,secondary,unknown,jun,11,-1,0,unknown,0.73,94.31,-39.6,5.692,5055.9,521,no
28,self-employed,single,tertiary,cellular,jan,2,-1,0,unknown,-0.19,92.702,-40.3,3.113,5198.7,409,yes
38,services,married,secondary,unknown,jun,3,-1,0,unknown,-0.94,94.401,-39.6,4.287,5218.5,61,no
24,admin.,single,secondary,cellular,may,1,-1,0,unknown,0.17,93.237,-42.8,3.001,5239.6,145,no
40,admin.,single,secondary,unknown,may,1,-1,0,unknown,1.69,92.586,-37.2,5.066,5198.2,170,no
30,technician,married,secondary,telephone,nov,1,-1,0,unknown,-2.77,94.2,-44.2,3.154,5127.8,47,no
33,management,single,primary,unknown,may,1,-1,0,unknown,-0.7,93.187,-45.9,3.806,5077.2,151,no
25,technician,single,tertiary,cellular,jun,2,-1,0,unknown,-1.02,94.721,-52.9,3.547,5295.8,96,no
59,blue-collar,single,primary,cellular,jul,2,-1,0,unknown,-3.47,93.554,-39.7,2.474,5123.4,16,no
38,blue-collar,married,primary,cellular,may,2,296,2,failure,1.05,94.247,-38.2,4.838,5258.0,585,no
37,management,single,tertiary,cellular,aug,2,-1,0,unknown,0.6,94.061,-33.1,3.236,5061.7,160,no
56,retired,married,primary,cellular,aug,2,101,2,success,-0.64,94.057,-47.9,1.977,5116.2,320,yes
59,blue-collar,married,secondary,telephone,jul,6,-1,0,unknown,0.4,93.627,-39.1,4.128,5139.5,107,no
56,unemployed,divorced,tertiary,cellular,jul,6,-1,0,unknown,1.05,93.759,-39.8,3.641,5169.1,1259,no
37,blue-collar,married,primary,cellular,may,3,352,1,other,1.84,94.202,-35.7,4.697,5139.3,189,no
44,technician,single,tertiary,cellular,sep,1,99,1,failure,0.94,93.442,-41.2,5.412,5274.2,444,yes
39,blue-collar,single,tertiary,cellular,aug,1,131,1,success,0.68,93.86,-44.0,2.699,5124.3,248,no
29,management,married,secondary,cellular,apr,1,-1,0,unknown,-1.33,93.855,-35.5,3.988,5059.3,80,no
32,technician,single,secondary,unknown,may,1,-1,0,unknown,1.47,92.658,-40.9,2.964,5229.1,198,no
38,blue-collar,married,primary,unknown,jun,2,-1,0,unknown,-0.29,92.5,-36.2,3.17,5160.0,176,no
49,technician,married,secondary,unknown,may,2,-1,0,unknown,1.08,93.961,-40.5,3.971,5179.0,130,no
52,admin.,married,tertiary,cellular,aug,4,-1,0,unknown,0.39,93.872,-44.6,3.467,5125.2,97,no
34,technician,single,tertiary,cellular,aug,7,-1,0,unknown,0.9,93.442,-38.4,4.798,5194.1,75,no
29,management,married,tertiary,cellular,may,2,-1,0,unknown,-0.97,93.911,-49.9,3.326,5243.3,126,no
48,entrepreneur,married,secondary,cellular,jul,1,-1,0,unknown,-1.58,93.794,-42.1,2.628,5125.0,191,no
57,unemployed,married,primary,telephone,nov,1,-1,0,unknown,1.45,93.789,-36.9,3.788,5228.7,126,no
42,unemployed,married,secondary,unknown,jun,1,-1,0,unknown,1.35,92.622,-39.1,4.426,5256.2,158,no
38,blue-collar,married,secondary,telephone,apr,1,139,2,failure,-0.19,93.932,-46.3,3.315,5212.3,169,no
34,unemployed,married,secondary,cellular,may,1,-1,0,unknown,-0.96,93.203,-43.9,4.134,5218.2,370,no
52,management,married,tertiary,cellular,may,4,-1,0,unknown,0.84,93.29,-40.3,3.396,5119.8,94,no
30,unemployed,single,secondary,telephone,feb,5,-1,0,unknown,-0.52,93.108,-46.5,3.189,5213.6,193,no
30,services,married,tertiary,cellular,feb,1,234,1,other,1.5,93.433,-36.5,5.426,5118.2,155,no
57,housemaid,married,tertiary,cellular,oct,1,194,1,success,-0.63,94.196,-41.8,2.495,5207.1,207,yes
22,housemaid,single,secondary,unknown,may,4,-1,0,unknown,0.89,94.203,-37.5,4.76,5277.9,181,no
28,blue-collar,married,primary,unknown,may,24,-1,0,unknown,1.66,94.776,-46.1,3.772,5363.2,17,no
56,blue-collar,married,primary,unknown,may,2,-1,0,unknown,0.03,94.348,-40.4,4.286,5186.3,428,no
59,technician,married,secondary,cellular,aug,2,-1,0,unknown,-0.93,93.719,-39.0,3.937,5139.0,62,no
34,admin.,single,primary,cellular,may,1,-1,0,unknown,-1.47,93.821,-42.4,2.582,5167.9,329,no
60,self-employed,married,tertiary,cellular,aug,2,-1,0,unknown,-1.87,94.126,-41.0,2.926,5272.6,80,no
39,services,married,secondary,cellular,jan,2,245,6,failure,3.81,93.09,-44.8,3.805,5142.0,211,no
49,self-employed,married,secondary,cellular,aug,4,-1,0,unknown,0.34,93.092,-40.3,2.302,5186.8,61,no
42,services,married,unknown,cellular,nov,1,-1,0,unknown,2.43,93.447,-39.3,5.008,5203.1,45,no
31,admin.,married,secondary,cellular,apr,4,-1,0,unknown,1.7,94.733,-44.4,3.343,5218.4,213,no
44,services,divorced,secondary,unknown,may,1,-1,0,unknown,1.29,93.402,-39.0,3.842,5170.4,160,no
32,management,single,tertiary,cellular,jul,1,-1,0,unknown,1.45,92.941,-42.4,2.86,5232.9,53,no
57,services,single,secondary,unknown,jun,5,-1,0,unknown,-1.22,93.194,-44.3,2.924,5069.2,666,no
34,services,married,secondary,unknown,may,1,-1,0,unknown,0.03,94.299,-42.5,4.314,5157.8,124,no
41,blue-collar,married,secondary,unknown,may,1,-1,0,unknown,0.3,93.896,-39.0,4.15,5216.0,276,no
25,management,single,tertiary,cellular,jul,1,-1,0,unknown,0.02,93.395,-42.7,3.253,5167.4,342,no
44,blue-collar,married,primary,cellular,may,2,-1,0,unknown,0.31,94.169,-44.7,4.09,5236.3,164,no
51,housemaid,married,unknown,cellular,apr,2,266,3,other,-0.19,93.909,-43.9,1.385,5103.5,251,yes
42,technician,single,secondary,cellular,aug,2,-1,0,unknown,0.78,92.903,-42.5,4.757,5165.8,152,no
42,self-employed,single,tertiary,cellular,aug,3,-1,0,unknown,-0.91,93.991,-33.5,2.087,5170.7,104,no
50,services,married,secondary,cellular,aug,1,430,1,failure,0.07,94.68,-39.1,4.094,5142.1,399,yes
35,services,married,secondary,telephone,jul,1,-1,0,unknown,0.69,92.493,-38.7,3.054,5132.4,42,no
43,unemployed,married,secondary,unknown,may,5,-1,0,unknown,0.36,93.91,-47.9,2.67,5242.0,88,no
50,admin.,married,secondary,cellular,aug,4,-1,0,unknown,1.82,92.569,-42.4,3.688,5202.0,119,no
44,blue-collar,married,primary,cellular,may,2,363,1,failure,-0.11,93.187,-35.9,3.86,5115.9,165,no
49,technician,married,tertiary,cellular,jul,1,-1,0,unknown,0.27,94.111,-41.0,3.466,5110.8,123,no
65,retired,married,secondary,cellular,apr,1,-1,0,unknown,1.47,93.993,-35.5,3.744,5153.6,450,yes
32,management,married,tertiary,cellular,aug,4,-1,0,unknown,1.49,94.043,-45.7,1.857,5221.5,97,no
28,services,single,secondary,cellular,jan,1,-1,0,unknown,1.23,93.642,-37.3,3.334,5057.8,248,no
27,student,single,tertiary,cellular,oct,1,-1,0,unknown,0.33,94.784,-40.8,3.92,5150.3,99,no
34,admin.,divorced,secondary,cellular,jul,1,-1,0,unknown,-0.06,92.775,-40.2,3.106,5102.3,268,no
42,services,single,tertiary,cellular,aug,2,90,4,failure,0.28,93.382,-34.8,4.163,5200.5,176,yes
46,technician,married,secondary,unknown,jun,1,-1,0,unknown,2.71,92.964,-37.1,1.98,5132.1,117,no
28,admin.,single,secondary,cellular,may,1,-1,0,unknown,0.93,93.954,-41.9,3.876,5165.8,329,no
45,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-0.56,93.902,-42.0,3.785,5177.1,112,no
42,management,married,tertiary,unknown,may,1,-1,0,unknown,0.73,93.901,-38.9,4.253,5150.5,238,no
56,retired,married,primary,cellular,aug,3,-1,0,unknown,-1.91,93.252,-38.1,2.87,5206.7,142,no
57,admin.,married,primary,cellular,apr,1,346,2,failure,0.12,92.553,-37.0,4.18,5241.1,207,no
31,technician,single,secondary,cellular,may,1,-1,0,unknown,-0.08,93.73,-41.0,4.285,5298.0,94,no
30,self-employed,married,tertiary,cellular,aug,2,93,4,success,-0.44,94.249,-35.0,2.919,5199.7,475,yes
35,blue-collar,married,primary,cellular,may,1,-1,0,unknown,1.04,93.444,-48.0,4.527,5121.9,73,no
45,management,married,tertiary,cellular,nov,1,-1,0,unknown,-0.66,92.826,-42.7,4.093,5275.3,157,no
39,technician,married,unknown,cellular,may,3,-1,0,unknown,0.28,93.805,-40.0,5.012,5116.3,106,no
56,unemployed,married,secondary,unknown,jun,3,-1,0,unknown,1.06,93.909,-40.6,3.8,5194.7,72,no
30,technician,single,tertiary,cellular,aug,8,-1,0,unknown,0.3,93.182,-36.3,4.402,5135.1,276,no
